,isbn_13,book_title,qid
116,9780060090371,Lucy Sullivan Is Getting Married
117,9780060092573,The Terminal Man
118,9780060093747,The Art of the Novel
119,9780060094935,The Bromeliad Trilogy
120,9780060099459,"Merry Christmas, Amelia Bedelia"
121,9780060175641,Identity
122,9780060177249,The Thief of Always
123,9780060192501,The Illustrated Alchemist
124,9780060192778,Mars and Venus Book of Days
125,9780060218058,The Last of the Really Great Whangdoodles
126,9780060245603,Today I Feel Silly & Other Moods That Make My Day
127,9780060256579,The Missing Piece Meets the Big O
128,9780060256753,"Lafcadio, the Lion Who Shot Back"
129,9780060277406,The Secret Garden Cookbook
130,9780060278427,Laura's Album
131,9780060391539,Quivers
132,9780060502959,Moonspinners
133,9780060504083,Small Wonder
134,9780060506049,Worlds Enough & Time
135,9780060507404,The Cheese Monkeys
136,9780060509057,Travels
137,9780060510855,Caesar
138,9780060510862,The Forever War
139,9780060511067,Amelia Bedelia Goes Camping
140,9780060511104,The Secret Sister
141,9780060511111,Amelia Bedelia Helps Out
142,9780060511135,Whirlpool
143,9780060511142,"Teach Us, Amelia Bedelia"
144,9780060512804,Cryptonomicon
145,9780060513092,Falling Up
146,9780060515195,Anansi Boys
147,9780060515225,Fragile Things
148,9780060516055,What Went Wrong?
149,9780060518653,Letters from the Earth
150,9780060519131,Savannah Blues
151,9780060521226,The Whipping Boy
152,9780060521998,The Innovator's Dilemma
153,9780060524937,A Nose for Murder
154,9780060525101,Happiness
155,9780060525118,Size 12 Is Not Fat
156,9780060527983,Warrior of the Light
157,9780060527990,The Devil and Miss Prym
158,9780060529574,The Big Bing
159,9780060531041,One Hundred Years of Solitude
160,9780060535117,Walt Whitman
161,9780060539092,How to Make Love Like a Porn Star
162,9780060539252,The Outsider
163,9780060540944,1421
164,9780060541811,The Andromeda Strain
165,9780060541835,Congo
166,9780060541880,Johnny and the Dead
167,9780060542382,Amelia Bedelia 40th Anniversary Collection
168,9780060543495,The Girls of Lighthouse Lane #3
169,9780060545840,The Bradbury Chronicles
170,9780060546571,Three Rotten Eggs
171,9780060548285,The Wicked Day
172,9780060554736,The Game
173,9780060556501,"The Lion, the Witch and the Wardrobe (picture book edition)"
174,9780060556525,Gold
175,9780060564780,The Kindness of Strangers
176,9780060566104,Built to Last
177,9780060566685,Fluke
178,9780060567231,Lord of Light
179,9780060570583,The Perennial Philosophy
180,9780060572006,A Crack in the Edge of the World
181,9780060572969,Dead Witch Walking
182,9780060574215,"Men Are from Mars, Women Are from Venus"
183,9780060575816,Sabriel (adult)
184,9780060577049,Slouching Toward Nirvana
185,9780060577865,Bad Childhood---Good Life
186,9780060578114,Cat Cross Their Graves
187,9780060578121,Cat Breaking Free
188,9780060580339,Slider
189,9780060582500,The Black Dahlia Files
190,9780060584023,Metro Girl
191,9780060584030,Motor Mouth
192,9780060584757,Mystic River
193,9780060586546,Great Short Works of Herman Melville
194,9780060587031,The Day I Swapped My Dad for Two Goldfish
195,9780060589288,Eleven Minutes
196,9780060589462,Zen and the Art of Motorcycle Maintenance
197,9780060590154,Ulysses S. Grant
198,9780060590277,A Dirty Job
199,9780060593087,Quicksilver
200,9780060593247,Every Book Its Reader
201,9780060593636,Flirting With Danger
202,9780060594527,Lost Horizon
203,9780060595180,The Doors of Perception and Heaven and Hell
204,9780061800290,Thanksgiving
205,9780060598846,Love Overboard
206,9780060598853,Back to the Bedroom
207,9780060598891,The Rocky Road to Romance
208,9780060598969,Thomas Jefferson
209,9780060598976,Muhammad
210,9780060609177,Meeting Jesus Again for the First Time
211,9780060609191,Reading the Bible Again for the First Time
212,9780060622138,Shadow of the Almighty
213,9780060645892,The Dance of the Dissident Daughter
214,9780060652852,C.S. Lewis
215,9780060652890,The Screwtape Letters
216,9780060652920,Mere Christianity
217,9780060654856,Learning to Love
218,9780060725143,The Mediator #4: Darkest Hour
219,9780060727536,Cash
220,9780060727635,"The Collected Letters of C.S. Lewis, Volume 1"
221,9780060730550,Touching the Void
222,9780060731304,Anybody Out There?
223,9780060732707,My Little Pony: Hide-and-Seek
224,9780060733353,The Confusion
225,9780060734015,Bridge to Terabithia (rack)
226,9780060735425,Practical Demonkeeping
227,9780060735449,Island of the Sequined Love Nun
228,9780060735456,The Lust Lizard of Melancholy Cove
229,9780060736255,Weetzie Bat
230,9780060737047,Behind the Curtain
231,9780060739423,"Catherine, Called Birdy (Summer Reading Edition)"
232,9780060745905,Wicked Musical Tie-in Edition
233,9780060747220,Son of a Witch
234,9780060747473,This Rough Magic
235,9780060747480,Airs Above the Ground
236,9780060751647,The Mediator #5: Haunted
237,9780060753108,Beauty
238,9780060753634,Mating in Captivity
239,9780060754006,Forgotten New York
240,9780060758769,The Dead Beat
241,9780060760250,Charms for the Easy Life
242,9780060760823,A Couple of April Fools
243,9780060761530,What Christians Believe
244,9780060763725,Psyche in a Dress
245,9780060765316,YOU: The Owner's Manual
246,9780060765453,The Chronicles of Narnia Movie Tie-in Edition (adult)
247,9780060765484,"The Lion, the Witch and the Wardrobe Movie Tie-in Edition (rack)"
248,9780060766740,"The Nightmare Room, Books 1-2-3: The Nightmare Begins!"
249,9780060775858,Goodnight Moon 60th Anniversary Edition
250,9780060776091,Brave New World and Brave New World Revisited
251,9780060777104,The Final Solution
252,9780060777333,The Cat's Pajamas
253,9780060778019,Holy Skirts
254,9780060782139,Time For Kids: Butterflies!
255,9780060786731,A False Mirror
256,9780060787035,Cracks in My Foundation
257,9780060788193,A Fistful of Charms
258,9780060788384,For a Few Demons More
259,9780060790592,Mysteries of Pittsburgh
260,9780060792176,Everything Is Illuminated tie-in
261,9780060815929,Voice of the Gods
262,9780060816223,Missing Mom
263,9780060819224,"The Collected Letters of C.S. Lewis, Volume 3"
264,9780060823726,Touch Not the Cat
265,9780060833176,King of the Vagabonds
266,9780060833183,Odalisque
267,9780060834005,Black Boy
268,9780060834821,The Sheltering Sky
269,9780060837167,Rat Bastards
270,9780060837334,The Last Days of Henry VIII
271,9780060838591,Krakatoa
272,9780060839789,The Professor and the Madman
273,9780060840884,Hit Parade
274,9780060841867,The Curtain
275,9780060844097,"A Hard Day's Write, 3e"
276,9780060845247,"The Lion, the Witch and the Wardrobe Read-Aloud Edition"
277,9780060845308,"Mambo Kings Play Songs of Love, The Tie-in"
278,9780060846732,Sex with the Queen
279,9780060850524,Brave New World
280,9780060851989,Queen of Babble
281,9780060852559,"Animal, Vegetable, Miracle"
282,9780060853983,Good Omens
283,9780060854942,Continental Drift
284,9780060872984,Next
285,9780060880125,How to Be Popular
286,9780060882600,The Annotated Charlotte's Web
287,9780060882815,Charlotte's Web: Wilbur Finds a Friend
288,9780060882860,The Autumn of the Patriarch
289,9780060884055,How to Make Money Like a Porn Star
290,9780060885373,Little House in the Big Woods
291,9780060885380,Farmer Boy
292,9780060885427,The Long Winter
293,9780060885434,Little Town on the Prairie
294,9780060885458,The First Four Years
295,9780060887964,The Alchemist - Gift Edition
296,9780060889449,Pretty Things
297,9780060891565,Eaters of the Dead
298,9780060894085,Genome
299,9780060898656,The Zero
300,9780060899226,Kitchen Confidential Updated Ed
301,9780060906825,DREAM & THE UNDERWOR
302,9780060913076,The Crying of Lot 49
303,9780060915186,An American Childhood
304,9780060915414,Teaching a Stone to Talk
305,9780060915438,Holy the Firm
306,9780060916091,Think on These Things
307,9780060916466,The Dance of Intimacy
308,9780060916497,Tell My Horse
309,9780060916510,Jonah's Gourd Vine
310,9780060916817,The Chaneysville Incident
311,9780060919887,The Writing Life
312,9780060920081,The Lost Continent
313,9780060920647,Three by Annie Dillard
314,9780060921088,Declarations of Independence
315,9780060921712,The Complete Stories
316,9780060922559,"Legends, Lies & Cherished Myths of World History"
317,9780060924980,The Infinite Plan
318,9780060925758,Soul Mates
319,9780060925819,"Cathedral, Forge and Waterwheel"
320,9780060926960,The Throne of the Third Heaven of the Nations Millennium General Assembly
321,9780060927196,Success Stories
322,9780060927516,Testaments Betrayed
323,9780060927547,Mr. Ives' Christmas
324,9780060928414,Slowness
325,9780060929596,As Nature Made Him
326,9780060929602,The Active Side of Infinity
327,9780060929879,Brave New World
328,9780060930059,You Can't Go Home Again
329,9780060930134,The Fifth Mountain
330,9780060930219,V.
331,9780060930318,Identity
332,9780060930530,The Poisonwood Bible
333,9780060930868,Cloudsplitter
334,9780060931360,"Plato, Not Prozac!"
335,9780060931674,The Crying of Lot 49
336,9780060931803,The Map That Changed the World
337,9780060931957,The Odyssey of Homer
338,9780060932664,Collected Novellas
339,9780060932688,Collected Stories
340,9780060933524,A Mulligan for Bobby Jobe
341,9780060934439,In the Footsteps of Mr. Kurtz
342,9780060934545,Every Tongue Got to Confess
343,9780060934910,Kitchen Confidential
344,9780060935559,One Matchless Time
345,9780060936198,The Girl in the Glass
346,9780060936501,The Best American Science Writing 2002
347,9780060936648,Wittgenstein's Poker
348,9780060936662,Smart Discipline(R)
349,9780060938109,The Schopenhauer Cure
350,9780060954833,African Nights
351,9780060955427,The Autobiography of Mark Twain
352,9780060956868,Joy in the Morning
353,9780060957261,Beauty
354,9780060957353,The Darling
355,9780060957605,The Making of a Philosopher
356,9780060958336,The Language Instinct
357,9780060959036,Prodigal Summer
358,9780060964047,Tales of the City
359,9780060973339,Fear of Falling
360,9780060974367,The Hidden Hand
361,9780060974688,Europe
362,9780060974992,Savage Inequalities
363,9780060975005,Gold Bug Variations
364,9780060975098,Three Farmers on Their Way to a Dance
365,9780060975944,The Fourteen Sisters of Emilio Montez O'Brien
366,9780060976095,Fiskadoro
367,9780060976101,The Stars at Noon
368,9780060976118,Operation Wandering Soul
369,9780060976729,Reasons to Live
370,9780060977085,Prisoner's Dilemma
371,9780060977498,The God of Small Things
372,9780060977665,Courtesans and Fishcakes
373,9780060987329,Girlfriend in a Coma
374,9780060987466,The Long Hard Road Out of Hell
375,9780060987527,Confessions of an Ugly Stepsister
376,9780060989156,The Dirt
377,9780060997021,Life Is Elsewhere
378,9780061015625,Cat Laughing Last
379,9780061020094,The Crow: The Lazarus Heart
380,9780061020575,Well of Darkness
381,9780061020704,The Light Fantastic
382,9780061030659,U.S.S. Seawolf
383,9780061052392,Realms of Dragons
384,9780061053566,The Player of Games
385,9780061054679,Peril's Gate
386,9780061054686,Fugitive Prince
387,9780061054907,Love in Vein
388,9780061056000,Cat on the Edge
389,9780061059476,Cat in the Dark
390,9780061093982,Treasure Box
391,9780061093999,Homebody
392,9780061094156,Imajica II
393,9780061094224,Choke
394,9780061096853,Kilo Class
395,9780061120060,Their Eyes Were Watching God
396,9780061120077,A Tree Grows in Brooklyn
397,9780061120091,One Hundred Years of Solitude
398,9780061120251,Daughter of Fortune
399,9780061122095,By the River Piedra I Sat Down and Wept
400,9780061122415,The Alchemist
401,9780061124266,Veronika Decides to Die
402,9780061125935,Goodnight Moon 123
403,9780061127762,Charlotte's Web Signature Edition
404,9780061129735,The Art of Loving
405,9780061131271,Factotum tie-in
406,9780061131523,The White Masai
407,9780061131622,Mandy
408,9780061136900,The Crusader
409,9780061137037,Spider's House
410,9780061137365,Days
411,9780061137457,Howl
412,9780061139376,Coraline
413,9780061139635,Points in Time
414,9780061140501,At the Edge
415,9780061140532,Remind Me Again Why I Need A Man
416,9780061142024,Stardust
417,9780061144899,When the Heart Waits
418,9780061145391,The Gabriel Hounds
419,9780061150142,The Pact
420,9780061159176,The Known World
421,9780061161575,Ines of My Soul LP
422,9780061177590,Women
423,9780061196676,Smithsonian Intimate Guide to Human Origins
424,9780061196683,My Secret
425,9780061198755,The Secret Lives of Men and Women
426,9780061205699,To Kill a Mockingbird (slipcased edition)
427,9780061208492,The Complete C. S. Lewis Signature Classics
428,9780061238239,The End of Days
429,9780061312113,The Blue and Brown Books
430,9780061750588,The Pursuit of Happyness
431,9780061796067,What A Lady Wants
432,9780061796777,A Little Bit Wicked
433,9780061833076,The Wit and Wisdom of Winston Churchill
434,9780061843181,"Sleep, Pale Sister"
435,9780061954597,Midnighters #2: Touching Darkness
436,9780061968464,The Queen of Attolia
437,9780061977664,The Collected Poetry of Nikki Giovanni
438,9780061999420,Sugarplums and Scandal
439,9780062032720,"How to Buy, Sell, and Profit on eBay"
440,9780062507549,Owning Your Own Shadow
441,9780062508119,The World's Religions
442,9780062508867,Muhammad
443,9780062511119,A Manual for Living
444,9780062512796,The Pilgrimage
445,9780062513342,The Valkyries
446,9780062516374,Rainforest Home Remedies
447,9780062545039,A Circle of Quiet
448,9780062700254,Bulfinch's Mythology
449,9780064300896,Romanticism
450,9780064400961,Betsy-Tacy
451,9780064400992,Betsy and Tacy Go Over the Big Hill
452,9780064401104,Heaven to Betsy
453,9780064401586,Let the Hurricane Roar
454,9780064401685,The Wish Giver
455,9780064402453,Racso and the Rats of NIMH
456,9780064403368,Child of the Owl
457,9780064403870,"R-T, Margaret, and the Rats of NIMH"
458,9780064404419,The Rainbow People
459,9780064404891,Dragon's Gate
460,9780064405447,Betsy's Wedding
461,9780064405454,Betsy and the Great World
462,9780064405461,Betsy and Joe
463,9780064405478,Betsy Was a Junior
464,9780064405713,Crazy Lady!
465,9780064405850,Strawberry Girl 60th Anniversary Edition
466,9780064405959,Seven Spiders Spinning
467,9780064406031,American Dragons
468,9780064406307,The Midwife's Apprentice
469,9780064406925,Winter on the Farm
470,9780064407144,Down to the Bonny Glen
471,9780064407311,Monster
472,9780064408585,Emily of Deep Valley
473,9780064408677,The Trumpet of the Swan
474,9780064408745,The Good Liar
475,9780064409902,Old Town in the Green Groves
476,9780064410342,Howl's Moving Castle
477,9780064410724,Four Stupid Cupids
478,9780064410939,Charlotte's Web
479,9780064420808,Little House Friends
480,9780064420815,Christmas Stories
481,9780064433730,Winter Days in the Big Woods
482,9780064434874,Christmas in the Big Woods
483,9780064434942,A Little House Birthday
484,9780064434980,The Deer in the Wood
485,9780064435260,A Little Prairie House
486,9780064440578,Grizzwold
487,9780064440950,Chester
488,9780064441766,Captain Cat
489,9780064462044,My Little House Crafts Book
490,9780064462341,Pioneer Girl
491,9780064472777,All-American Girl
492,9780064473552,Hexwood
493,9780066236179,A Light in the Attic Book and CD
494,9780066238500,The Chronicles of Narnia
495,9780066620107,What Would Machiavelli Do?
496,9780067575208,The Sense of Wonder
497,9780070488205,Virgin
498,9780071348270,Mission Possible
499,9780071401944,Crucial Conversations
500,9780071418584,How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships
501,9780071428484,"Easy French Reader, Second Edition"
502,9780071433716,Slim to None
503,9780071451383,Practice Makes Perfect: Italian Verb Tenses
504,9780071608916,"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition"
505,9780072226966,"Incident Response & Computer Forensics, 2nd Ed."
506,9780072920963,The Last Dance
507,9780073250359,Heat and Mass Transfer
508,9780075536390,The Complete Works
509,9780091520809,My Sweet-orange Tree
510,9780091883768,Who Moved My Cheese?
511,9780091894603,How to Have a Beautiful Mind
512,9780091895815,The Toy Maker
513,9780091898243,Darwin's Watch
514,9780099134015,A Time to Kill
515,9780099173311,"Surely You're Joking, Mr. Feynman!"
516,9780099267546,Timequake
517,9780099271499,Blood and Gold
518,9780099273844,An Imaginary Life
519,9780099273868,The Great World
520,9780099276494,The Risk Pool
521,9780099282648,Survivor
522,9780099282969,Bagombo Snuff Box
523,9780099283225,Ali and Nino
524,9780099285557,Set this House on Fire
525,9780099285564,The Confessions of Nat Turner
526,9780099285823,Experience
527,9780099297703,Hannibal
528,9780099307914,Operation Shylock
529,9780099339212,The First Forty-nine Stories
530,9780099389019,The Professor of Desire
531,9780099409960,The Phantom Menace
532,9780099410355,Traitor
533,9780099410386,Star by Star
534,9780099421863,Fury
535,9780099422341,Yeats is Dead!
536,9780099422686,Choke
537,9780099422693,The Dying Animal
538,9780099427865,Illusions
539,9780099428169,In the Pond
540,9780099428633,How to Travel with a Salmon and Other Essays
541,9780099428640,The Trial
542,9780099429166,Turtle Moon
543,9780099429791,Atonement
544,9780099432449,A Birthday for Frances
545,9780099437529,The Whore's Child and Other Stories
546,9780099437598,In Watermelon Sugar
547,9780099446729,Blackwood Farm
548,9780099448471,Sputnik Sweetheart
549,9780099448570,"South of the Border, West of the Sun"
550,9780099448754,The Elephant Vanishes
551,9780099448761,Dance Dance Dance
552,9780099448921,The Rings of Saturn
553,9780099449867,Elephant
554,9780099449898,"Will You Please be Quiet, Please"
555,9780099453833,The Time of Our Singing
556,9780099456452,The Spook's Apprentice
557,9780099458265,Human Traces
558,9780099461098,Underground
559,9780099461265,Open House
560,9780099462255,Like a Charm
561,9780099468196,Bleachers
562,9780099468646,Earthly Powers
563,9780099471370,The Mummy
564,9780099471431,Lasher
565,9780099472636,Survivor's Quest
566,9780099474128,Women Who Love Too Much
567,9780099474395,The Talisman Ring
568,9780099474425,The Convenient Marriage
569,9780099474463,Lady of Quality
570,9780099474548,A Very Long Engagement
571,9780099476337,False Colours
572,9780099476351,Sprig Muslin
573,9780099477310,Catch-22
574,9780099478393,The Quiet American
575,9780099478423,The Heart of the Matter
576,9780099478447,The End of the Affair
577,9780099481560,For Whom the Bell Tolls
578,9780099481683,Skipping Christmas
579,9780099483472,All Quiet on the Western Front
580,9780099489986,Watermelon
581,9780099490685,The Invisible Writing
582,9780099498582,Dublin 4
583,9780099498599,Circle of Friends
584,9780099498636,"Victoria Line, Central Line"
585,9780099498667,Firefly Summer
586,9780099556312,Airframe
587,9780099578512,Midnight's Children
588,9780099582014,Sabbath's Theater
589,9780099595816,Civilwarland in Bad Decline
590,9780099730514,Six Memos for the Next Millennium
591,9780099742005,Total Recall
592,9780099748618,London Fields
593,9780099766810,"Cry, the Beloved Country"
594,9780099771814,American Pastoral
595,9780099801900,Deception
596,9780099910107,A Farewell to Arms
597,9780099911708,Cross Stitch
598,9780099928409,Ratner's Star
599,9780130235015,Things Fall Apart
600,9780130887016,C++ Programmer's Notebook
601,9780131492028,Java
602,9780131494848,Leadership in Organizations
603,9780131730366,Organized Crime
604,9780131816596,World Studies: Eastern Hemisphere
605,9780131871656,Astronomy
606,9780131935075,The Visual Arts
607,9780132197380,Three Genres
608,9780132370455,Data Structures and Abstractions with Java
609,9780132382458,Social Psychology
610,9780140009378,Big Money
611,9780140018325,Kiss Kiss
612,9780140030341,The Nice and the Good
613,9780140041798,Switch Bitch
614,9780140042320,The Pearl 
615,9780140055771,My Uncle Oswald
616,9780140059021,Life with Jeeves
617,9780140065503,Water Music
618,9780140071788,Roald Dahl's Book of Ghost Stories
619,9780140093148,"I, Claudius and Claudius the God"
620,9780140097313,City of Glass
621,9780140105834,The Pigeon
622,9780140110876,You Bright and Risen Angels
623,9780140115857,Moon Palace
624,9780140118827,The Job
625,9780140119480,Americana
626,9780140125054,Q E D
627,9780140128468,Love's Executioner
628,9780140131673,East is East
629,9780140135152,Ways of Seeing
630,9780140137002,Montaillou
631,9780140137347,L'usage de plaisirs
632,9780140137989,Case Histories
633,9780140139396,The Big Rock Candy Mountain
634,9780140139402,The Spectator Bird
635,9780140139976,Sailor Song
636,9780140140828,The Best of Young British Novelists
637,9780140143454,Liar's Poker
638,9780140143959,The Anglo-Saxons
639,9780140144185,Journal of a Novel
640,9780140149241,We Were the Rats
641,9780140150308,The Portable James Joyce
642,9780140150742,The Portable Dorothy Parker
643,9780140152746,Mao II
644,9780140153170,Justine
645,9780140153194,Justine
646,9780140153224,Clea
647,9780140154078,The Music of Chance
648,9780140156041,Libra
649,9780140157185,The Assault
650,9780140157512,One Hundred Years of Solitude
651,9780140158762,Chickenhawk - Back in the World
652,9780140159943,Beyond the Hundredth Meridian
653,9780140159950,Ludwig Wittgenstein
654,9780140177398,Of Mice and Men
655,9780140178135,Leviathan
656,9780140178661,The Roses of No Man's Land
657,9780140178975,Essays
658,9780140183955,Untouchable
659,9780140185331,The Third Man and the Fallen Idol
660,9780140186123,Collected Short Stories
661,9780140187076,J R
662,9780140188264,North of South
663,9780140188929,The Monkey's Wrench
664,9780140189223,Six Characters in Search of an Author and Other Plays
665,9780140189445,Humboldt's Gift
666,9780140189643,The Crucible
667,9780140189865,Species of Spaces and Other Pieces
668,9780140191912,The Act of Creation
669,9780140191929,The Ghost in the Machine
670,9780140192070,"I Ching, Or, Book of Changes"
671,9780140193350,"I Ching, The Book of Changes"
672,9780140195538,The Beloved
673,9780140196092,Who are You?
674,9780140230277,Harvesting the Heart
675,9780140231571,Whores for Gloria
676,9780140234442,"Selected Letters, 1940-1956"
677,9780140236231,Regeneration
678,9780140237511,"Raise High the Roof Beam, Carpenters and Seymour"
679,9780140237535,For Esmé - with Love and Squalor
680,9780140238280,The Tortilla Curtain
681,9780140244915,How the Mind Works
682,9780140247725,The Crucible
683,9780140247749,Dubliners
684,9780140250916,The Coming Plague
685,9780140251579,The Making of Pride and Prejudice
686,9780140252620,The Barrytown Trilogy
687,9780140253801,Under the Sea Wind
688,9780140255256,Anaïs Nin
689,9780140259100,The Nuclear Age
690,9780140260021,The Van
691,9780140260892,Palimpsest
692,9780140264920,Existentialists and Mystics
693,9780140271577,Solomon's Song
694,9780140271799,Rachel's Holiday
695,9780140274219,Wide Sargasso Sea
696,9780140275018,Cod
697,9780140275650,Age of Iron
698,9780140276336,White Teeth
699,9780140276343,The Autograph Man
700,9780140276909,Jemima J.
701,9780140277821,Difficult Conversations
702,9780140280463,My Year of Meats
703,9780140280494,The Farming of Bones
704,9780140281705,The World of Mr. Mulliner
705,9780140283334,Lord of the Flies
706,9780140283358,Waiting for the Barbarians
707,9780140283365,The Metamorphosis and Other Stories
708,9780140284126,The Inimitable Jeeves
709,9780140285970,Shadows and Wind
710,9780140286014,Wanderlust
711,9780140286274,The Deep End of the Ocean
712,9780140286373,The Spell
713,9780140286809,Collected Fictions
714,9780140288483,Hunger
715,9780140289237,For Lust of Knowing
716,9780140295573,Fever Pitch
717,9780140295948,Spellbound
718,9780140296037,A Year in Provence
719,9780140296150,"Selected Letters, 1957-1969"
720,9780140296617,The Periodic Table
721,9780140297973,Pleasing Myself
722,9780140298512,The Basque History of the World
723,9780140299144,Vinyl Cafe Unplugged
724,9780140299939,World's End
725,9780140299946,Descent of Man
726,9780140299960,Budding Prospects
727,9780140307375,Little Plum
728,9780140309591,Pippi Goes on Board
729,9780140320435,Charlie and the Great Glass Elevator
730,9780140322620,Fairy Tales
731,9780140345827,Strange Attractors
732,9780140363333,How Do You Lose Those Ninth-Grade Blues?
733,9780140364750,Seventeen & In-Between
734,9780140366600,The Puffin Book of Nonsense Verse
735,9780140367355,Five Children and It
736,9780140367430,The Enchanted Castle
737,9780140383195,Bound for Oregon
738,9780140389661,"That was Then, this is Now"
739,9780140422153,The Complete Poems
740,9780140424386,The Canterbury Tales
741,9780140430363,Three Gothic Novels
742,9780140430899,De Profundis and Other Writings
743,9780140431056,Redburn
744,9780140433395,The Birth of Tragedy
745,9780140435191,The Pursuit of the Well-beloved and the Well-beloved
746,9780140436075,The Law and the Lady
747,9780140436143,Martin Chuzzlewit
748,9780140436327,Selected Writings
749,9780140436587,Ivanhoe
750,9780140437508,Three Men in a Boat
751,9780140437850,A Journal of the Plague Year
752,9780140437911,Saint Joan
753,9780140437973,"Maggie, a Girl of the Streets, and Other Tales of New York"
754,9780140439052,A Christmas Carol and Other Christmas Writings
755,9780140440225,The Canterbury Tales
756,9780140440461,"The Comedy of Dante Alighieri, the Florentine: Purgatory"
757,9780140440935,Faust (Part Two)
758,9780140441055,The Divine Comedy & Paradise
759,9780140441123,The Persians
760,9780140441222,"Iphigenia, Phaedra, Athaliah"
761,9780140441376,The Nibelungenlied
762,9780140441529,Frogs and Other Plays
763,9780140441734,Rameau's Nephew / D'alembert's Dream
